PRODUCT_CATEGORY;REVENUE;STORE_LOCATION;TRANSACTION_DATE;TRANSACTION_TIME;TIME_BUCKET
Coffee;4.00;Hell's Kitchen;2023/06/03;19:05:42.000;01.Evening
Tea;4.00;Astoria;2023/05/08;12:21:18.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/01;15:00:41.000;02.Afternoon
Tea;4.00;Lower Manhattan;2023/06/11;12:22:06.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/06/03;17:04:41.000;01.Evening
Coffee;4.00;Astoria;2023/06/27;17:44:49.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/05/21;17:16:01.000;01.Evening
Tea;4.00;Astoria;2023/06/27;17:56:42.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/05/02;16:41:26.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/06/04;14:27:39.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/22;08:03:31.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/02;10:46:03.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/07;19:43:17.000;01.Evening
Coffee;4.00;Astoria;2023/06/25;12:21:41.000;02.Afternoon
Tea;4.00;Lower Manhattan;2023/05/02;08:14:13.000;01.Morning
Coffee;4.00;Astoria;2023/05/13;12:30:36.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/06/21;13:35:18.000;02.Afternoon
Tea;4.00;Astoria;2023/06/27;18:50:38.000;01.Evening
Coffee;4.00;Astoria;2023/06/27;19:07:02.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/06/19;10:11:19.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/04;15:35:20.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/05/08;09:22:10.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/04;16:58:29.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/05/29;15:11:58.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/16;10:41:01.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/16;10:45:36.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/03;08:31:06.000;01.Morning
Coffee;4.00;Astoria;2023/05/08;14:42:36.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/24;19:05:07.000;01.Evening
Tea;4.00;Astoria;2023/05/27;19:30:57.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/05/03;12:01:39.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/06/10;18:03:42.000;01.Evening
Tea;4.00;Hell's Kitchen;2023/06/19;15:08:26.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/05/16;08:04:32.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/07;17:32:02.000;01.Evening
Coffee;4.00;Astoria;2023/05/03;11:05:55.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/27;15:17:45.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/06/10;17:17:41.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/19;12:49:46.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/05/21;14:07:42.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/06/03;10:30:50.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/05/17;10:04:10.000;01.Morning
Coffee;4.00;Astoria;2023/06/07;18:51:41.000;01.Evening
Coffee;4.00;Astoria;2023/05/31;09:26:48.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/02;17:04:44.000;01.Evening
Tea;4.00;Lower Manhattan;2023/06/24;18:15:01.000;01.Evening
Tea;4.00;Astoria;2023/06/09;09:01:58.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/21;13:35:18.000;02.Afternoon
Tea;4.00;Lower Manhattan;2023/06/16;09:01:03.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/22;07:21:48.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/22;06:02:55.000;01.Morning
Tea;4.00;Astoria;2023/06/27;16:52:02.000;01.Evening
Tea;4.00;Lower Manhattan;2023/06/25;10:23:18.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/16;10:31:20.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/19;08:37:08.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/31;06:33:30.000;01.Morning
Coffee;4.00;Astoria;2023/05/24;11:50:01.000;01.Morning
Coffee;4.00;Astoria;2023/05/08;11:38:59.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/15;08:46:08.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/12;18:33:56.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/01;18:39:53.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/01;18:47:01.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/06/22;08:04:36.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/23;08:56:00.000;01.Morning
Coffee;4.00;Astoria;2023/06/04;16:24:48.000;01.Evening
Coffee;4.00;Astoria;2023/06/04;16:07:34.000;01.Evening
Coffee;4.00;Astoria;2023/06/15;09:17:46.000;01.Morning
Tea;4.00;Astoria;2023/06/26;16:54:57.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/05/12;17:12:14.000;01.Evening
Tea;4.00;Astoria;2023/05/06;11:08:44.000;01.Morning
Coffee;4.00;Astoria;2023/05/29;09:48:11.000;01.Morning
Tea;4.00;Astoria;2023/06/20;15:32:08.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/05/07;17:32:02.000;01.Evening
Tea;4.00;Hell's Kitchen;2023/05/24;12:03:56.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/05/24;11:13:13.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/05/10;06:34:43.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/02;09:29:47.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/02;10:05:22.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/13;08:37:50.000;01.Morning
Coffee;4.00;Astoria;2023/06/29;09:27:42.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/25;08:37:00.000;01.Morning
Tea;4.00;Lower Manhattan;2023/05/10;06:05:22.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/26;16:19:59.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/06/04;18:28:56.000;01.Evening
Tea;4.00;Hell's Kitchen;2023/06/21;08:01:08.000;01.Morning
Coffee;4.00;Astoria;2023/05/23;16:04:51.000;01.Evening
Coffee;4.00;Astoria;2023/05/31;12:39:52.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/05/02;07:56:05.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/04;13:51:47.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/05/18;09:34:59.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/04;18:05:49.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/06/20;15:40:19.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/30;08:52:57.000;01.Morning
Coffee;4.00;Astoria;2023/05/24;19:05:07.000;01.Evening
Coffee;4.00;Astoria;2023/05/04;13:25:30.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/06/01;15:33:36.000;02.Afternoon
Tea;4.00;Astoria;2023/06/09;15:41:50.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/06/12;06:57:04.000;01.Morning
Coffee;4.00;Astoria;2023/06/19;09:04:05.000;01.Morning
Coffee;4.00;Astoria;2023/05/02;11:37:36.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/05;12:16:48.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/12;15:07:17.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/05/18;09:16:14.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/03;11:42:01.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/03;11:55:23.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/01;16:33:50.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/11;07:10:46.000;01.Morning
Coffee;4.00;Astoria;2023/05/24;16:20:41.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/01;17:19:28.000;01.Evening
Tea;4.00;Lower Manhattan;2023/06/20;10:13:56.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/13;18:58:08.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/05/04;14:03:18.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/06/02;18:18:34.000;01.Evening
Coffee;4.00;Astoria;2023/06/15;11:28:33.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/15;09:35:02.000;01.Morning
Tea;4.00;Astoria;2023/05/22;14:06:41.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/29;16:53:10.000;01.Evening
Tea;4.00;Astoria;2023/05/04;11:42:48.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/15;11:50:34.000;01.Morning
Coffee;4.00;Astoria;2023/06/30;16:23:59.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/05/24;19:10:15.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/27;10:53:25.000;01.Morning
Coffee;4.00;Astoria;2023/06/15;09:26:48.000;01.Morning
Coffee;4.00;Astoria;2023/06/02;19:25:06.000;01.Evening
Coffee;4.00;Astoria;2023/05/07;15:37:32.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/06/18;11:28:20.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/09;11:53:58.000;01.Morning
Tea;4.00;Astoria;2023/05/21;12:25:26.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/11;18:11:28.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/03;08:21:44.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/04;12:03:12.000;02.Afternoon
Tea;4.00;Astoria;2023/05/03;15:31:19.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/06/03;09:44:41.000;01.Morning
Tea;4.00;Astoria;2023/05/08;10:10:55.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/20;09:09:26.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/19;07:34:52.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/11;08:23:25.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/03;10:25:00.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/26;18:58:30.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/06/11;13:33:32.000;02.Afternoon
Tea;4.00;Astoria;2023/06/03;13:41:00.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/05/13;10:30:19.000;01.Morning
Coffee;4.00;Astoria;2023/05/13;10:47:09.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/07;09:04:31.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/05/05;12:22:06.000;02.Afternoon
Tea;4.00;Lower Manhattan;2023/05/30;08:18:55.000;01.Morning
Tea;4.00;Lower Manhattan;2023/05/21;10:01:29.000;01.Morning
Tea;4.00;Astoria;2023/06/20;13:48:24.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/26;18:58:05.000;01.Evening
Tea;4.00;Astoria;2023/05/15;09:08:36.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/07;09:05:21.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/25;11:17:35.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/05/21;10:30:22.000;01.Morning
Coffee;4.00;Astoria;2023/05/25;07:14:02.000;01.Morning
Tea;4.00;Astoria;2023/06/03;14:47:10.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/05/13;14:19:55.000;02.Afternoon
Tea;4.00;Lower Manhattan;2023/05/09;14:03:40.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/06/02;15:54:43.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/05/09;13:00:49.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/29;15:28:27.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/06/13;08:57:28.000;01.Morning
Coffee;4.00;Astoria;2023/05/29;15:36:20.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/30;18:22:45.000;01.Evening
Coffee;4.00;Astoria;2023/06/26;19:16:54.000;01.Evening
Coffee;4.00;Astoria;2023/05/22;15:16:04.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/05/09;11:53:58.000;01.Morning
Tea;4.00;Astoria;2023/06/14;08:27:43.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/16;11:23:42.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/29;13:14:21.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/05/29;13:37:52.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/06/16;10:06:21.000;01.Morning
Coffee;4.00;Astoria;2023/05/29;14:29:13.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/06/13;18:53:28.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/24;14:30:03.000;02.Afternoon
Tea;4.00;Lower Manhattan;2023/06/24;13:54:06.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/06/16;08:04:32.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/12;07:15:20.000;01.Morning
Coffee;4.00;Astoria;2023/06/14;08:14:28.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/12;07:05:37.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/24;11:13:13.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/24;09:20:44.000;01.Morning
Tea;4.00;Lower Manhattan;2023/05/14;10:58:54.000;01.Morning
Tea;4.00;Lower Manhattan;2023/05/07;08:31:41.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/07;08:37:17.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/14;08:35:46.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/07;08:57:19.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/07;10:35:06.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/15;10:21:35.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/05/14;09:52:38.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/15;09:35:02.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/14;09:38:11.000;01.Morning
Coffee;4.00;Astoria;2023/06/23;17:49:29.000;01.Evening
Coffee;4.00;Astoria;2023/05/30;10:28:31.000;01.Morning
Coffee;4.00;Astoria;2023/05/15;08:35:06.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/18;18:55:02.000;01.Evening
Coffee;4.00;Astoria;2023/05/04;16:07:34.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/06/25;09:38:07.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/18;13:37:04.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/28;12:59:15.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/15;09:26:29.000;01.Morning
Coffee;4.00;Astoria;2023/06/18;10:12:25.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/18;09:34:59.000;01.Morning
Tea;4.00;Lower Manhattan;2023/05/28;14:19:51.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/05/05;12:32:54.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/05;13:39:31.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/06/12;10:52:04.000;01.Morning
Tea;4.00;Astoria;2023/05/05;16:03:39.000;01.Evening
Tea;4.00;Astoria;2023/06/23;16:55:01.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/13;09:55:03.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/17;11:21:21.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/13;10:12:20.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/25;07:30:34.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/12;10:24:49.000;01.Morning
Coffee;4.00;Astoria;2023/06/25;07:14:02.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/04;11:28:26.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/25;06:42:09.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/04;18:28:20.000;01.Evening
Tea;4.00;Astoria;2023/06/24;18:18:33.000;01.Evening
Coffee;4.00;Astoria;2023/05/05;13:40:08.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/04;16:01:13.000;01.Evening
Coffee;4.00;Astoria;2023/06/12;07:25:39.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/22;18:28:21.000;01.Evening
Coffee;4.00;Astoria;2023/06/24;16:20:41.000;01.Evening
Tea;4.00;Astoria;2023/06/11;10:01:14.000;01.Morning
Tea;4.00;Astoria;2023/06/22;16:22:01.000;01.Evening
Coffee;4.00;Astoria;2023/06/15;09:16:37.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/13;13:07:18.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/15;09:26:29.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/09;11:50:16.000;01.Morning
Coffee;4.00;Astoria;2023/05/31;18:51:41.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/12;15:46:42.000;02.Afternoon
Tea;4.00;Lower Manhattan;2023/05/10;08:43:25.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/01;09:41:24.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/13;09:55:03.000;01.Morning
Coffee;4.00;Astoria;2023/06/13;08:15:38.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/05/10;18:37:57.000;01.Evening
Tea;4.00;Lower Manhattan;2023/06/12;06:52:21.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/11;19:35:22.000;01.Evening
Tea;4.00;Lower Manhattan;2023/06/11;16:30:08.000;01.Evening
Tea;4.00;Lower Manhattan;2023/06/15;11:47:15.000;01.Morning
Coffee;4.00;Astoria;2023/06/22;13:52:20.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/06/11;12:41:00.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/11;08:16:33.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/01;13:19:09.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/11;10:53:17.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/15;15:23:42.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/06/11;07:28:29.000;01.Morning
Tea;4.00;Lower Manhattan;2023/05/31;10:12:20.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/14;14:12:17.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/05/08;10:24:32.000;01.Morning
Coffee;4.00;Astoria;2023/06/14;10:47:13.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/30;13:33:32.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/05/14;08:26:01.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/14;10:19:54.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/14;09:49:37.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/14;08:34:39.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/14;08:26:01.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/09;14:32:57.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/05/12;15:56:06.000;02.Afternoon
Tea;4.00;Astoria;2023/05/09;16:06:36.000;01.Evening
Coffee;4.00;Astoria;2023/06/15;07:11:00.000;01.Morning
Tea;4.00;Astoria;2023/05/04;15:05:08.000;02.Afternoon
Tea;4.00;Lower Manhattan;2023/05/31;10:14:51.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/09;16:38:08.000;01.Evening
Coffee;4.00;Astoria;2023/05/09;18:50:44.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/13;10:28:17.000;01.Morning
Coffee;4.00;Astoria;2023/05/31;11:06:03.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/23;07:40:55.000;01.Morning
Tea;4.00;Astoria;2023/06/24;14:57:54.000;02.Afternoon
Tea;4.00;Astoria;2023/05/07;19:08:21.000;01.Evening
Coffee;4.00;Astoria;2023/05/08;12:39:44.000;02.Afternoon
Tea;4.00;Astoria;2023/06/13;08:34:20.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/13;08:29:37.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/08;17:04:51.000;01.Evening
Coffee;4.00;Astoria;2023/06/22;18:31:20.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/05/25;09:59:10.000;01.Morning
Coffee;4.00;Astoria;2023/06/23;14:21:52.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/06/23;13:27:27.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/23;11:50:56.000;01.Morning
Coffee;4.00;Astoria;2023/06/13;10:39:02.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/29;07:44:05.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/06/23;13:58:10.000;02.Afternoon
Tea;4.00;Lower Manhattan;2023/06/11;07:24:17.000;01.Morning
Tea;4.00;Astoria;2023/06/29;09:00:54.000;01.Morning
Tea;4.00;Astoria;2023/06/11;07:40:38.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/23;08:04:11.000;01.Morning
Tea;4.00;Astoria;2023/06/22;19:35:18.000;01.Evening
Tea;4.00;Astoria;2023/05/25;17:50:27.000;01.Evening
Tea;4.00;Hell's Kitchen;2023/06/13;14:02:08.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/05/16;15:42:30.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/22;16:46:21.000;01.Evening
Coffee;4.00;Astoria;2023/06/26;16:49:24.000;01.Evening
Coffee;4.00;Astoria;2023/06/22;15:16:04.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/06/26;16:08:17.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/06/29;13:37:52.000;02.Afternoon
Tea;4.00;Astoria;2023/06/29;13:50:25.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/22;10:25:32.000;01.Morning
Coffee;4.00;Astoria;2023/06/29;15:26:04.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/22;09:33:39.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/16;14:07:53.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/06/29;16:09:19.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/06/27;10:33:40.000;01.Morning
Tea;4.00;Astoria;2023/06/27;08:46:30.000;01.Morning
Coffee;4.00;Astoria;2023/06/25;17:30:42.000;01.Evening
Tea;4.00;Astoria;2023/06/25;16:10:25.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/23;09:41:39.000;01.Morning
Coffee;4.00;Astoria;2023/06/25;12:30:26.000;02.Afternoon
Tea;4.00;Astoria;2023/05/17;10:35:33.000;01.Morning
Coffee;4.00;Astoria;2023/05/24;13:34:52.000;02.Afternoon
Tea;4.00;Astoria;2023/06/27;12:17:02.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/06/10;08:56:21.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/25;09:29:56.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/27;10:38:01.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/10;09:22:07.000;01.Morning
Coffee;4.00;Astoria;2023/06/25;07:15:51.000;01.Morning
Coffee;4.00;Astoria;2023/06/26;13:28:48.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/05/17;09:13:00.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/24;15:53:24.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/05/24;16:26:24.000;01.Evening
Coffee;4.00;Astoria;2023/06/24;13:08:43.000;02.Afternoon
Tea;4.00;Astoria;2023/05/17;08:50:23.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/06/24;12:03:56.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/24;11:15:50.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/28;15:30:43.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/06/24;09:06:33.000;01.Morning
Tea;4.00;Astoria;2023/06/28;15:53:44.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/06/13;14:51:02.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/05/25;07:55:55.000;01.Morning
Tea;4.00;Astoria;2023/05/27;18:50:38.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/05/04;10:13:00.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/05/02;14:13:26.000;02.Afternoon
Tea;4.00;Lower Manhattan;2023/05/15;15:23:42.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/06/25;17:45:24.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/05/03;11:42:01.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/12;10:17:52.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/03;11:55:23.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/19;11:04:24.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/05/27;15:20:29.000;02.Afternoon
Tea;4.00;Hell's Kitchen;2023/05/27;15:47:29.000;02.Afternoon
Coffee;4.00;Lower Manhattan;2023/05/15;14:22:40.000;02.Afternoon
Coffee;4.00;Hell's Kitchen;2023/05/03;12:26:12.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/03;13:03:03.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/15;17:57:25.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/06/19;08:38:21.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/19;08:19:15.000;01.Morning
Coffee;4.00;Astoria;2023/05/03;15:24:46.000;02.Afternoon
Tea;4.00;Astoria;2023/05/03;15:43:32.000;02.Afternoon
Tea;4.00;Astoria;2023/05/28;08:48:08.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/12;13:31:43.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/19;07:46:21.000;01.Morning
Coffee;4.00;Lower Manhattan;2023/06/24;07:46:53.000;01.Morning
Tea;4.00;Hell's Kitchen;2023/05/03;18:42:19.000;01.Evening
Coffee;4.00;Lower Manhattan;2023/05/04;07:10:37.000;01.Morning
Coffee;4.00;Astoria;2023/05/28;10:17:28.000;01.Morning
Coffee;4.00;Astoria;2023/05/28;10:29:06.000;01.Morning
Tea;4.00;Lower Manhattan;2023/05/16;10:31:20.000;01.Morning
Coffee;4.00;Astoria;2023/06/11;10:17:15.000;01.Morning
Tea;4.00;Lower Manhattan;2023/06/22;08:38:56.000;01.Morning
Coffee;4.00;Astoria;2023/05/26;12:24:42.000;02.Afternoon
Coffee;4.00;Astoria;2023/05/26;12:25:00.000;02.Afternoon
Tea;4.00;Astoria;2023/05/26;14:00:59.000;02.Afternoon
Coffee;4.00;Astoria;2023/06/29;19:00:12.000;01.Evening
Coffee;4.00;Hell's Kitchen;2023/06/22;08:02:01.000;01.Morning
Tea;4.00;Astoria;2023/05/16;11:18:37.000;01.Morning
Coffee;4.00;Astoria;2023/06/30;07:25:39.000;01.Morning
Coffee;4.00;Hell's Kitchen;2023/05/26;16:08:17.000;01.Evening
Tea;4.00;Astoria;2023/06/13;08:42:27.000;01.Morning
